,Date3,DateUSD,1Y.USD,10Y.USD,DateEuro,1Y.Euro,10Y.Euro,DateUK,1Y.UK,10Y.UK,DateDE,1Y.DE,10Y.DE,1Y.europe,10Y.europe,Year
505,1/1/2012,1/31/2012,0.13,1.83,1/31/2012,3.164822,3.136836,1/31/2012,0.42,2.1,1/31/2012,0.09,1.99,2.3413754,2.8257852,2012
506,2/1/2012,2/29/2012,0.18,1.98,2/29/2012,3.056264,3.147752,2/29/2012,0.45,2.26,2/29/2012,0.13,1.97,2.2743848,2.8814264,2012
507,3/1/2012,3/30/2012,0.19,2.23,3/30/2012,3.124667,3.07956,3/31/2012,0.45,2.3,3/31/2012,0.12,1.99,2.3222669,2.845692,2012
508,4/1/2012,4/30/2012,0.2,1.95,4/30/2012,3.00662,3.061555,4/30/2012,0.44,2.22,4/30/2012,0.04,1.8,2.236634,2.8090885,2012
509,5/1/2012,5/31/2012,0.18,1.59,5/31/2012,2.328815,2.386332,5/31/2012,0.32,1.68,5/31/2012,0,1.38,1.7261705,2.1744324,2012
510,6/1/2012,6/29/2012,0.21,1.67,6/29/2012,2.821532,2.959513,6/30/2012,0.32,1.87,6/30/2012,0.03,1.73,2.0710724,2.6326591,2012
511,7/1/2012,7/31/2012,0.16,1.51,7/31/2012,2.435638,2.535211,7/31/2012,0.18,1.61,7/31/2012,-0.1,1.45,1.7589466,2.2576477,2012
512,8/1/2012,8/31/2012,0.16,1.57,8/31/2012,2.469357,2.554912,8/31/2012,0.21,1.62,8/31/2012,-0.06,1.46,1.7915499,2.2744384,2012
513,9/1/2012,9/28/2012,0.17,1.65,9/28/2012,2.593391,2.660787,9/30/2012,0.28,1.71,9/30/2012,-0.04,1.54,1.8993737,2.3755509,2012
514,10/1/2012,10/31/2012,0.18,1.72,10/31/2012,2.59106,2.690761,10/31/2012,0.31,1.87,10/31/2012,-0.01,1.6,1.906742,2.4445327,2012
515,11/1/2012,11/30/2012,0.18,1.62,11/30/2012,2.478516,2.646866,11/30/2012,0.34,1.8,11/30/2012,-0.03,1.47,1.8369612,2.3928062,2012
516,12/1/2012,12/31/2012,0.16,1.78,12/31/2012,2.371844,2.480994,12/31/2012,0.34,1.89,12/31/2012,-0.04,1.38,1.7622908,2.3036958,2012
517,1/1/2013,1/31/2013,0.15,2.02,1/31/2013,2.621201,2.714641,1/31/2013,0.31,2.19,1/31/2013,0.14,1.65,1.9278407,2.5572487,2013
518,2/1/2013,2/28/2013,0.17,1.89,2/28/2013,2.580331,2.702167,2/28/2013,0.21,2.11,2/28/2013,-0.01,1.52,1.8692317,2.5245169,2013
519,3/1/2013,3/28/2013,0.14,1.87,3/29/2013,NA,NA,3/31/2013,0.17,1.9,3/31/2013,-0.03,1.32,0.17,1.9,2013
520,4/1/2013,4/30/2013,0.11,1.7,4/30/2013,2.254405,2.451803,4/30/2013,0.21,1.79,4/30/2013,-0.01,1.26,1.6410835,2.2532621,2013
521,5/1/2013,5/31/2013,0.14,2.16,5/31/2013,2.536856,2.71742,5/31/2013,0.31,2.16,5/31/2013,-0.01,1.51,1.8687992,2.550194,2013
522,6/1/2013,6/28/2013,0.15,2.52,6/28/2013,2.74236,2.851997,6/30/2013,0.28,2.62,6/30/2013,0.06,1.76,2.003652,2.7823979,2013
523,7/1/2013,7/31/2013,0.11,2.6,7/31/2013,2.556824,2.673685,7/31/2013,0.26,2.56,7/31/2013,0.06,1.76,1.8677768,2.6395795,2013
524,8/1/2013,8/30/2013,0.13,2.78,8/30/2013,2.747652,2.859117,8/31/2013,0.3,2.83,8/31/2013,0.08,1.94,2.0133564,2.8503819,2013
525,9/1/2013,9/30/2013,0.1,2.64,9/30/2013,2.676019,2.806698,9/30/2013,0.32,2.76,9/30/2013,0.07,1.82,1.9692133,2.7926886,2013
526,10/1/2013,10/31/2013,0.1,2.57,10/31/2013,2.627948,2.796729,10/31/2013,0.31,2.7,10/31/2013,0.08,1.75,1.9325636,2.7677103,2013
527,11/1/2013,11/29/2013,0.13,2.75,11/29/2013,2.657231,2.819754,11/30/2013,0.35,2.88,11/30/2013,0.07,1.82,1.9650617,2.8378278,2013
528,12/1/2013,12/31/2013,0.13,3.04,12/31/2013,2.811052,2.938638,12/31/2013,0.37,3.16,12/31/2013,0.13,2.11,2.0787364,3.0050466,2013
529,1/1/2014,1/31/2014,0.1,2.67,1/31/2014,2.526019,2.687772,1/31/2014,0.35,2.83,1/31/2014,0.06,1.73,1.8732133,2.7304404,2014
530,2/1/2014,2/28/2014,0.12,2.66,2/28/2014,2.502598,2.668467,2/28/2014,0.34,2.86,2/28/2014,0.08,1.67,1.8538186,2.7259269,2014
531,3/1/2014,3/31/2014,0.13,2.73,3/31/2014,2.45328,2.614557,3/31/2014,0.39,2.87,3/31/2014,0.13,1.65,1.834296,2.6911899,2014
532,4/1/2014,4/30/2014,0.11,2.67,4/30/2014,2.353907,2.518862,4/30/2014,0.36,2.81,4/30/2014,0.13,1.61,1.7557349,2.6062034,2014
533,5/1/2014,5/30/2014,0.1,2.48,5/30/2014,2.22271,2.425767,5/31/2014,0.38,2.7,NA,NA,NA,1.669897,2.5080369,2014
534,6/1/2014,6/30/2014,0.11,2.53,6/30/2014,2.115711,2.363606,6/30/2014,0.57,2.81,NA,NA,NA,1.6519977,2.4975242,2014
535,7/1/2014,7/31/2014,0.12,2.58,7/31/2014,1.985597,2.232265,7/31/2014,0.59,2.76,NA,NA,NA,1.5669179,2.3905855,2014
536,8/1/2014,8/29/2014,0.09,2.35,8/29/2014,1.609217,1.871176,8/31/2014,0.48,2.39,NA,NA,NA,1.2704519,2.0268232,2014
537,9/1/2014,9/30/2014,0.13,2.52,9/30/2014,1.690314,1.975698,9/30/2014,0.51,2.47,NA,NA,NA,1.3362198,2.1239886,2014
538,10/1/2014,10/31/2014,0.11,2.35,10/31/2014,1.561569,1.859165,10/31/2014,0.42,2.31,NA,NA,NA,1.2190983,1.9944155,2014
539,11/1/2014,11/28/2014,0.13,2.18,11/28/2014,1.355895,1.691604,11/30/2014,0.4,1.99,NA,NA,NA,1.0691265,1.7811228,2014
540,12/1/2014,12/31/2014,0.25,2.17,12/31/2014,1.161526,1.466094,12/31/2014,0.31,1.82,NA,NA,NA,0.9060682,1.5722658,2014
541,1/1/2015,1/30/2015,0.18,1.68,1/30/2015,0.730255,0.989286,1/31/2015,0.29,1.39,NA,NA,NA,0.5981785,1.1095002,2015
542,2/1/2015,2/27/2015,0.22,2,2/27/2015,0.727988,1.000257,2/28/2015,0.35,1.86,NA,NA,NA,0.6145916,1.2581799,2015
543,3/1/2015,3/31/2015,0.26,1.94,3/31/2015,0.486247,0.640711,3/31/2015,0.3,1.66,NA,NA,NA,0.4303729,0.9464977,2015
544,4/1/2015,4/30/2015,0.24,2.05,4/30/2015,0.689049,0.894326,4/30/2015,0.38,1.94,NA,NA,NA,0.5963343,1.2080282,2015
545,5/1/2015,5/29/2015,0.26,2.12,5/29/2015,0.955338,1.194455,5/31/2015,0.4,1.92,NA,NA,NA,0.7887366,1.4121185,2015
546,6/1/2015,6/30/2015,0.28,2.35,6/30/2015,1.407677,1.716979,6/30/2015,0.44,2.16,NA,NA,NA,1.1173739,1.8498853,2015
547,7/1/2015,7/31/2015,0.33,2.2,7/31/2015,1.188006,1.398719,7/31/2015,0.47,2.01,NA,NA,NA,0.9726042,1.5821033,2015
548,8/1/2015,8/31/2015,0.39,2.21,8/31/2015,1.295598,1.501197,8/31/2015,0.45,1.97,NA,NA,NA,1.0419186,1.6418379,2015
549,9/1/2015,9/30/2015,0.33,2.06,9/30/2015,1.135563,1.432498,9/30/2015,0.42,1.79,NA,NA,NA,0.9208941,1.5397486,2015
550,10/1/2015,10/30/2015,0.34,2.16,10/30/2015,1.067655,1.373521,10/31/2015,0.46,1.95,NA,NA,NA,0.8853585,1.5464647,2015
551,11/1/2015,11/20/2015,0.49,2.26,11/16/2015,1.153937,1.512658,NA,NA,NA,NA,NA,NA,NA,NA,2015
552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
